learning rate,GIN_num_layers,GIN_hidden_dim,train_patience,numL,numK
0.01,2,8,5,10,1
run,epoch,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc,epoch_duration,run_duration
0,0,128.61928806174546,0.6275,0.24497127607464791,0.955,0.24497414603829384,0.98,9.393001317977905,_
0,1,0.7768546292558313,0.59,0.2535544626414776,0.505,0.2513367708772421,0.52,8.672162771224976,_
0,2,0.4831507887691259,0.5125,0.3049546044319868,0.505,0.30104925520718095,0.52,8.89942216873169,_
0,3,0.36654866952449083,0.5,0.27637054547667506,0.51,0.27583750151097775,0.52,8.882521629333496,_
0,4,0.37726997043937444,0.505,0.25215821005403993,0.51,0.25207267701625824,0.52,8.939067602157593,_
0,5,0.3805680885910988,0.5025,0.2500269800424576,0.57,0.24880568422377108,0.565,8.562633037567139,_
0,_,0.3805680885910988,0.5025,0.2500269800424576,0.57,0.24880568422377108,0.565,_,78.97348618507385
1,0,128.86085445694624,0.73,0.2451514285057783,0.93,0.2450250044465065,0.94,9.126919507980347,_
1,1,1.6213550209999084,0.6575,0.24853884391486644,0.615,0.2477958183735609,0.645,8.93450665473938,_
1,2,0.6319990251213312,0.5325,0.25010733902454374,0.53,0.24829211384057998,0.52,9.191821098327637,_
1,3,0.3795383693650365,0.495,0.26670879274606707,0.525,0.25830716341733934,0.51,8.953404664993286,_
1,4,0.33494740054011346,0.4875,0.26765225939452647,0.525,0.2649274993687868,0.505,8.983790874481201,_
1,5,0.3187835365533829,0.485,0.28049751818180085,0.525,0.2692844957113266,0.505,9.133900880813599,_
1,_,0.3187835365533829,0.485,0.28049751818180085,0.525,0.2692844957113266,0.505,_,80.10528302192688
2,0,131.7217708621174,0.6975,0.24524943046271802,0.885,0.24501946121454238,0.885,8.718559980392456,_
2,1,2.4165379092097283,0.7275,0.24948765747249127,0.59,0.2481268562376499,0.525,8.705260038375854,_
2,2,0.46847597099840643,0.58,0.2581736911088228,0.525,0.2655062325298786,0.47,8.853783369064331,_
2,3,0.47483837977051735,0.535,0.26125995963811877,0.545,0.26531030759215357,0.48,9.389180660247803,_
2,4,0.3698670187965035,0.5125,0.2798516135662794,0.525,0.2959382489323616,0.47,8.72868800163269,_
2,5,0.3202267887070775,0.51,0.25890901759266854,0.525,0.2635300047695637,0.47,8.912137985229492,_
2,_,0.3202267887070775,0.51,0.25890901759266854,0.525,0.2635300047695637,0.47,_,79.00117182731628
3,0,219.8698244161904,0.6975,0.24502046667039395,0.87,0.24502068758010864,0.835,8.811207294464111,_
3,1,1.038222736492753,0.6,0.24862320721149445,0.535,0.2509605288505554,0.53,9.460008382797241,_
3,2,0.35616754796355965,0.505,0.25236085392534735,0.53,0.2517304286360741,0.535,8.800819158554077,_
3,3,0.34767896849662067,0.49,0.24817284978926182,0.51,0.24889585189521313,0.51,8.683850049972534,_
3,4,0.33735029194504024,0.49,0.2524642288684845,0.53,0.2531082026660442,0.525,8.704355478286743,_
3,5,0.30287582743912933,0.49,0.25095538422465324,0.52,0.25663597621023654,0.515,8.799213647842407,_
3,_,0.30287582743912933,0.49,0.25095538422465324,0.52,0.25663597621023654,0.515,_,78.95692157745361
4,0,243.06073464695365,0.72,0.24502465911209584,0.9,0.24509810023009776,0.845,9.364646196365356,_
4,1,0.7847262466326356,0.76,0.24951265417039395,0.485,0.25002742782235143,0.535,8.787080764770508,_
4,2,0.35044548735022546,0.53,0.2508128296583891,0.465,0.25435898676514623,0.52,8.738346338272095,_
4,3,0.3592339798808098,0.54,0.25930084437131884,0.45,0.25832682438194754,0.52,8.810694694519043,_
4,4,0.3152286972850561,0.5175,0.25976890362799165,0.45,0.26115069426596166,0.52,8.772791147232056,_
4,5,0.32000024765729906,0.5225,0.27039133980870245,0.45,0.2710165802389383,0.52,8.875005960464478,_
4,_,0.32000024765729906,0.5225,0.27039133980870245,0.45,0.2710165802389383,0.52,_,79.83167672157288
