learning rate,GIN_num_layers,GIN_hidden_dim,train_patience,numL,numK
0.1,2,8,4,10,1
run,epoch,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc,epoch_duration,run_duration
0,0,115.54479192793369,2.375,0.245047727227211,0.0,0.24500793740153312,0.0,5.652901887893677,_
0,1,1.4966687008738517,2.375,0.25604976043105127,0.0,0.27294736355543137,0.05,4.926317930221558,_
0,2,1.349152209609747,2.25,0.34758427888154986,0.35,0.3872674033045769,0.65,4.9348061084747314,_
0,3,0.33733136393129826,1.975,0.30096250474452974,0.1,0.32926830649375916,0.2,4.7749528884887695,_
0,4,0.40946115255355836,2.15,0.2846522644162178,0.0,0.31163632646203043,0.05,4.76940393447876,_
0,_,0.40946115255355836,2.15,0.2846522644162178,0.0,0.31163632646203043,0.05,_,38.172388553619385
1,0,225.8054371703416,2.225,0.33929960131645204,0.3,0.3358450047671795,0.35,4.910651922225952,_
1,1,2.1805631414055826,2.225,0.5393506541848183,2.25,0.5003379493951797,2.05,4.7994701862335205,_
1,2,0.40725106559693813,1.95,0.25874227210879325,0.0,0.2562823034822941,0.0,4.816765069961548,_
1,3,0.3494833830744028,2.05,0.33460986986756325,0.35,0.3303724952042103,0.2,4.800190687179565,_
1,4,0.48314201571047305,2.025,0.2689724415540695,0.05,0.26460483595728873,0.05,4.79931902885437,_
1,5,0.4197903130203485,1.975,0.2641487903892994,0.05,0.27239406406879424,0.1,4.79944920539856,_
1,6,0.4652591463178396,2.025,0.37815701514482497,0.35,0.3681725673377514,0.45,4.804184913635254,_
1,_,0.4652591463178396,2.025,0.37815701514482497,0.35,0.3681725673377514,0.45,_,52.17241048812866
2,0,184.37472179755568,2.45,0.26639627367258073,0.0,0.2634425088763237,0.0,4.811371564865112,_
2,1,0.6529230363667011,2.325,0.3192868672311306,0.1,0.30497228652238845,0.2,5.016916036605835,_
2,2,0.3704737789928913,2.025,0.28720338344573976,0.1,0.2829295814037323,0.05,4.811819314956665,_
2,3,0.44960784502327444,1.95,0.503167973458767,1.25,0.4913310632109642,1.4,4.806965351104736,_
2,4,0.6001520294696092,2.125,0.43070500791072847,0.95,0.435921535640955,0.9,4.812666177749634,_
2,_,0.6001520294696092,2.125,0.43070500791072847,0.95,0.435921535640955,0.9,_,37.33166146278381
3,0,199.24608793146908,2.05,0.353080977499485,0.1,0.35752925723791124,0.05,4.817572116851807,_
3,1,1.6509649384766818,1.875,0.28426897153258324,0.0,0.2676078394055367,0.0,5.114614009857178,_
3,2,0.33289419412612914,1.95,0.4464288830757141,1.3,0.427338432520628,1.15,4.8910486698150635,_
3,3,0.6305099170655012,1.575,0.31109176129102706,0.25,0.3078315883874893,0.1,4.890472412109375,_
3,4,0.3503274329006672,1.9,0.3500086195766926,0.35,0.3323313035070896,0.15,4.944087982177734,_
3,5,0.3653093922883272,1.725,0.5000249870121479,2.55,0.47502498552203176,2.3,4.960730075836182,_
3,_,0.3653093922883272,1.725,0.5000249870121479,2.55,0.47502498552203176,2.3,_,45.31195640563965
4,0,130.88331891819834,2.35,0.25645295828580855,0.05,0.2486100137233734,0.0,4.961426258087158,_
4,1,0.7429451886564493,2.15,0.33548503518104555,0.05,0.3156022436916828,0.1,5.250665903091431,_
4,2,0.4313981577754021,1.85,0.3133735902607441,0.2,0.3401764124631882,0.3,4.9678261280059814,_
4,3,0.36205961368978024,1.825,0.31291718557477,0.25,0.31179783791303634,0.35,4.970600605010986,_
4,4,0.40432237461209297,1.775,0.3166672378778458,0.25,0.31724384278059004,0.15,4.97200345993042,_
4,_,0.40432237461209297,1.775,0.3166672378778458,0.25,0.31724384278059004,0.15,_,38.30164337158203
